This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"399070","WESSINGTON S",-98.5664,44.0797,503,"COOP","28896"
"399232","WHITE LAKE",-98.7117,43.7314,497,"COOP","28906"
"399337","WILMOT",-96.8306,45.4139,354,"COOP","28910"
"399355","WINFRED 2 S",-97.3489,43.9711,519,"COOP","28912"
"399367","WINNER",-99.8603,43.3706,613,"COOP","28913"
"399442","WOOD",-100.4794,43.4978,664,"COOP","28915"
"400049","ALAMO 1 N",-89.1175,35.7978,101,"COOP","28921"
"400081","ALLARDT",-84.8744,36.3806,501,"COOP","28923"
"400137","AMES PLANTAT",-89.2122,35.1131,157,"COOP","28925"
"400284","ATHENS",-84.5833,35.4322,287,"COOP","28932"
"400669","BETHPAGE 1 S",-86.3278,36.4642,171,"COOP","28940"
"400705","BIG SANDY",-88.0908,36.2350,111,"COOP","28942"
"401145","BROWNSVILLE",-89.2586,35.5894,101,"COOP","28960"
"401310","BYRDSTOWN",-85.1256,36.7306,268,"COOP","28966"
"401352","CAMDEN",-88.0819,36.0517,129,"COOP","28971"
"401480","CARTHAGE",-85.9444,36.2456,157,"COOP","28973"
"401585","CENTERVILLE",-87.4219,35.8319,226,"COOP","28989"
"401663","CHEATHAM LOC",-87.2244,36.3244,119,"COOP","28997"
"401795","CLARKSVILLE",-87.3356,36.4975,151,"COOP","29005"
"401887","COALMONT",-85.7003,35.3686,566,"COOP","29011"
"401957","COLUMBIA 3 W",-87.0872,35.6386,198,"COOP","29018"
"402009","COOKEVILLE",-85.5033,36.1075,332,"COOP","29026"
"402202","CROSSVILLE E",-85.1311,36.0147,552,"COOP","29036"
"402360","DAYTON 2SE",-84.9947,35.4717,264,"COOP","29042"
"402388","DECATUR 7NE",-84.6650,35.6394,229,"COOP","29044"
"402390","DECATURVILLE",-88.1175,35.5953,151,"COOP","29045"
"402680","DYERSBURG",-89.3697,36.0456,107,"COOP","29061"
"402806","ELIZABETHTON",-82.2325,36.3644,535,"COOP","29066"
"402934","ERWIN 1 W",-82.4261,36.1422,524,"COOP","29077"
"402989","FAIRVIEW BOW",-87.1364,35.9861,262,"COOP","29080"
"403280","FRANKLIN SEW",-86.8697,35.9478,200,"COOP","29096"
"403420","GATLINBURG 2",-83.5369,35.6878,443,"COOP","29105"
"403447","GERMANTOWN 4",-89.7431,35.0761,98,"COOP","29108"
"403465","GLADEVILLE",-86.4208,36.1125,183,"COOP","29110"
"403679","GREENEVILLE",-82.8436,36.1056,402,"COOP","29112"
"404033","HENDERSON 4",-88.7244,35.4442,140,"COOP","29128"
"404223","HOHENWALD",-87.5414,35.5567,299,"COOP","29132"
"404561","JACKSON EXP",-88.8456,35.6214,122,"COOP","29142"
"404568","JACKSON 4 NE",-88.8225,35.7103,131,"COOP","29145"
"404590","JAMESTOWN",-84.9414,36.4256,515,"COOP","29148"
"404871","KINGSTON",-84.5275,35.8581,223,"COOP","29171"
"404946","KNOXVILLE EX",-83.9572,35.8819,253,"COOP","29176"
"405089","LAWRENCEBURG",-87.3514,35.2639,265,"COOP","29192"
"405108","LEBANON",-86.3178,36.2289,160,"COOP","29194"
"405158","LENOIR CITY",-84.2622,35.7875,239,"COOP","29197"
"405187","LEWISBURG EX",-86.8083,35.4142,240,"COOP","29198"
"405210","LEXINGTON",-88.3975,35.6467,165,"COOP","29201"
"405278","LINDEN 2",-87.8261,35.6333,152,"COOP","29208"
"405332","LIVINGSTON R",-85.3394,36.3772,297,"COOP","29213"
"405431","LOOKOUT MOUN",-85.3447,35.0103,655,"COOP","29225"
"405525","LYNCHBURG",-86.3631,35.2983,247,"COOP","29228"
"405595","MANCHESTER #",-86.0875,35.5158,326,"COOP","29232"
"405956","MEMPHIS WFO",-89.8036,35.1297,94,"COOP","29254"
"406012","MILAN EXP ST",-88.7389,35.9158,130,"COOP","29257"
"406162","MONTEAGLE",-85.8417,35.2244,564,"COOP","29260"
"406170","MONTEREY",-85.2639,36.1542,567,"COOP","29261"
"406308","MOUSETAIL LA",-88.0064,35.6558,137,"COOP","29274"
"406328","MT LECONTE",-83.4411,35.6550,1979,"COOP","29276"
"406340","MOUNT PLEASA",-87.2019,35.5572,191,"COOP","29279"
"406371","MURFREESBORO",-86.3786,35.9211,168,"COOP","29281"
"406403","NASHVILLE BE",-86.6833,36.1083,171,"COOP","29286"
"406435","NEAPOLIS EXP",-86.9819,35.7197,213,"COOP","29291"
"406493","NEWCOMB",-84.1722,36.5522,300,"COOP","29295"
"406619","NORRIS",-84.0603,36.2131,338,"COOP","29301"
"406803","OLD HICKORY",-86.6569,36.2953,140,"COOP","29312"
"406806","OLD HICKORY",-86.5631,36.2469,180,"COOP","29313"
"406829","ONEIDA",-84.5308,36.5028,439,"COOP","29315"
"407015","PARSONS WATE",-88.1200,35.6083,125,"COOP","29322"
"407141","PICKETT STAT",-84.7981,36.5708,495,"COOP","29327"
"407359","PORTLAND SEW",-86.5258,36.5875,242,"COOP","29340"
"407459","PULASKI WAST",-87.0422,35.1839,193,"COOP","29345"
"407770","ROAN MOUNTAI",-82.0467,36.1847,875,"COOP","29352"
"407808","ROCK ISLAND",-85.6378,35.8083,268,"COOP","29354"
"407884","ROGERSVILLE",-82.9839,36.4161,413,"COOP","29360"
"408108","SAVANNAH 6 S",-88.3214,35.1525,128,"COOP","29365"
"408160","SELMER",-88.5994,35.1647,143,"COOP","29369"
"408179","SEVIERVILLE",-83.5475,35.8594,283,"COOP","29371"
"408238","SHELBY BOTTO",-86.7436,36.1633,123,"COOP","29374"
"408405","SMITHVILLE 2",-85.7925,35.9661,320,"COOP","29385"
"408522","SPARTA",-85.4814,35.9567,311,"COOP","29395"
"408540","SPRING CITY",-84.8547,35.6764,230,"COOP","29397"
"408562","SPRINGFIELD",-86.8472,36.4739,227,"COOP","29398"
"408868","TAZEWELL",-83.5603,36.4650,416,"COOP","29409"
"408916","TENNESSEE RI",-87.7886,36.3250,220,"COOP","29413"
"409065","TOWNSEND 5 S",-83.7781,35.6031,551,"COOP","29419"
"409219","UNION CITY",-89.0317,36.3925,95,"COOP","29427"
"409431","WARNER PARK",-86.9056,36.0611,191,"COOP","29438"
"409502","WAYNESBORO",-87.7592,35.3042,229,"COOP","29447"
"409691","WHITWELL SEQ",-85.4736,35.2897,311,"COOP","29451"
"409709","WHITE HOUSE",-86.6456,36.4511,250,"COOP","29454"
"409800","WINCHESTER 1",-86.0925,35.1803,287,"COOP","29462"
"409866","WOODBURY 1 W",-86.0875,35.8428,229,"COOP","29464"
"410012","ABERNATHY",-101.8581,33.8400,1024,"COOP","29466"
"410040","ACTON RANCH",-101.2519,30.3519,613,"COOP","29472"
"410120","ALBANY",-99.3039,32.7169,427,"COOP","29483"
"410174","ALPINE",-103.6625,30.3736,1347,"COOP","29490"
"410206","ALVORD 3 N",-97.7164,33.3867,254,"COOP","29503"
"410250","ANDREWS 2",-102.5606,32.3122,980,"COOP","29514"
"410268","ANSON",-99.8942,32.7669,521,"COOP","29518"
"410337","ARLINGTON",-97.1275,32.7394,200,"COOP","29527"
"410394","ASPERMONT",-100.2333,33.1525,534,"COOP","29532"
"410404","ATHENS",-95.8294,32.1639,137,"COOP","29534"
"410408","ATLANTA",-94.1661,33.1244,96,"COOP","29536"
"410431","AUSTIN 8SSE",-97.6983,30.1728,166,"COOP","29548"
"410433","AUSTIN GREAT",-97.7664,30.4144,261,"COOP","29550"
"410436","AUSTWELL",-96.8364,28.3711,3,"COOP","29551"
"410482","BAKERSFIELD",-102.3044,30.8878,776,"COOP","29561"
"410493","BALLINGER 2",-99.9758,31.7411,535,"COOP","29563"
"410498","BALMORHEA",-103.7403,30.9844,981,"COOP","29567"
"410569","BAY CITY WAT",-95.9656,28.9944,16,"COOP","29584"
"410611","BEAUMONT CIT",-94.0997,30.0969,6,"COOP","29593"
"410613","BEAUMONT RES",-94.2928,30.0689,8,"COOP","29594"
"410639","BEEVILLE 5 N",-97.7061,28.4575,78,"COOP","29597"
"410779","BIG LAKE 2",-101.4625,31.2000,833,"COOP","29612"
"410832","BLANCO",-98.4225,30.1008,418,"COOP","29621"
"410902","BOERNE",-98.7347,29.7978,440,"COOP","29627"
"410923","BONHAM 3 NNE",-96.1678,33.6397,183,"COOP","29631"
"410984","BOWIE",-97.8472,33.5511,329,"COOP","29640"
"411013","BRACKETTVILL",-100.4744,29.6081,511,"COOP","29646"
"411042","BRECKENRIDGE",-98.9017,32.7500,357,"COOP","29652"
"411048","BRENHAM",-96.3972,30.1589,95,"COOP","29655"
"411128","BROWNFIELD 2",-102.2608,33.1800,1006,"COOP","29666"
"411138","BROWNWOOD",-98.9647,31.6783,422,"COOP","29670"
"411246","BURLESON",-97.3247,32.5519,223,"COOP","29690"
"411250","BURNET",-98.2339,30.7425,389,"COOP","29693"
"411267","BUSHLAND 1 W",-102.0797,35.1867,1164,"COOP","29696"
"411337","CALLIHAM",-98.3953,28.4958,66,"COOP","29702"
"411429","CANYON DAM",-98.1967,29.8706,305,"COOP","29719"
"411430","CANYON",-101.9264,34.9806,1094,"COOP","29720"
"411486","CARRIZO SPRI",-99.8739,28.4897,187,"COOP","29735"
"411500","CARTHAGE",-94.3503,32.1394,104,"COOP","29740"
"411578","CENTER",-94.1642,31.8075,99,"COOP","29756"
"411596","CENTERVILLE",-95.9744,31.2581,98,"COOP","29758"
"411671","CHEAPSIDE",-97.3469,29.3103,94,"COOP","29773"
"411694","CHILDRESS 2",-100.2161,34.4303,591,"COOP","29775"
"411715","CHISOS BASIN",-103.3011,29.2794,1615,"COOP","29782"
"411720","CHOKE CANYON",-98.2525,28.4675,70,"COOP","29783"
"411800","CLEBURNE",-97.4064,32.3139,239,"COOP","29794"
"411875","COLEMAN",-99.4200,31.8211,526,"COOP","29807"
"411880","COLETO CREEK",-97.1744,28.7158,36,"COOP","29809"
"411911","COLUMBUS",-96.5369,29.7069,61,"COOP","29818"
"411956","CONROE",-95.4831,30.3303,75,"COOP","29831"
"411968","COOPER DAM",-95.6039,33.3192,141,"COOP","29834"
"412011","CORPUS CHRIS",-97.5056,27.7792,13,"COOP","29843"
"412013","C C BOTANICA",-97.4072,27.6528,5,"COOP","29845"
"412019","CORSICANA",-96.4747,32.1078,126,"COOP","29851"
"412082","CRANE 2E",-102.3125,31.4014,797,"COOP","29869"
"412114","CROCKETT",-95.4508,31.3072,106,"COOP","29877"
"412121","CROSBYTON",-101.2450,33.6517,917,"COOP","29879"
"412125","CROSS",-98.5547,28.5978,87,"COOP","29881"
"412173","CUERO",-97.3181,29.0925,54,"COOP","29890"
"412225","DAINGERFIELD",-94.7225,32.9203,91,"COOP","29897"
"412266","DANEVANG 1 W",-96.2319,29.0567,21,"COOP","29908"
"412334","DECATUR",-97.5767,33.2731,298,"COOP","29916"
"412361","DEL RIO 2 NW",-100.9108,29.4228,329,"COOP","29928"
"412404","DENTON 2 SE",-97.1050,33.1989,192,"COOP","29935"
"412408","DENVER CITY",-102.8219,32.9619,1094,"COOP","29937"
"412464","DIMMITT 2 N",-102.3119,34.5858,1173,"COOP","29948"
"412617","DUMAS",-101.9728,35.8733,1107,"COOP","29966"
"412676","EAGLE LAKE R",-96.3661,29.6211,54,"COOP","29976"
"412786","EL CAMPO",-96.2653,29.2000,34,"COOP","29994"
"412809","ELDORADO",-100.5997,30.8694,744,"COOP","30000"
"412820","ELGIN",-97.3683,30.3494,176,"COOP","30009"
"412906","ENCINAL",-99.3508,28.0239,177,"COOP","30017"
"413183","FLATONIA",-97.1111,29.6778,158,"COOP","30051"
"413214","FLOYDADA",-101.3361,33.9869,981,"COOP","30061"
"413225","FOLLETT",-100.1425,36.4350,803,"COOP","30066"
"413257","FT MCKAVETT",-100.1103,30.8275,704,"COOP","30069"
"413265","FORT GRIFFIN",-99.2350,32.9264,390,"COOP","30073"
"413266","FORT HANCOCK",-105.7414,31.1853,1065,"COOP","30074"
"413289","FORT WORTH N",-97.4767,32.8475,187,"COOP","30090"
"413340","FREEPORT 2 N",-95.3808,28.9844,2,"COOP","30102"
"413341","FREER",-98.6189,27.8822,152,"COOP","30103"
"413368","FRIONA",-102.7111,34.6425,1222,"COOP","30108"
"413420","GAINESVILLE",-97.0592,33.6461,265,"COOP","30116"
"413507","GEORGETOWN L",-97.7172,30.6836,256,"COOP","30134"
"413614","GOLDTHWAITE",-98.5903,31.4414,459,"COOP","30148"
"413622","GONZALES 1 N",-97.4500,29.5339,116,"COOP","30152"
"413691","GRAPEVINE DA",-97.0553,32.9506,178,"COOP","30175"
"413734","GREENVILLE K",-96.1014,33.1675,166,"COOP","30177"
"413787","GRUVER",-101.4056,36.2639,966,"COOP","30184"
"413828","GUTHRIE",-100.3242,33.6222,530,"COOP","30191"
"413877","HALLSVILLE 1",-94.5892,32.5117,76,"COOP","30199"
"413943","HARLINGEN",-97.6728,26.2028,12,"COOP","30210"
"413954","HARPER",-99.2556,30.3008,634,"COOP","30211"
"413972","HART",-102.0903,34.3653,1109,"COOP","30212"
"413979","HARTLEY",-102.3850,35.8783,1192,"COOP","30214"
"414098","HEREFORD",-102.4003,34.8172,1164,"COOP","30236"
"414182","HILLSBORO",-97.1094,32.0161,198,"COOP","30245"
"414254","HONDO",-99.1386,29.3372,267,"COOP","30251"
"414278","HORDS CREEK",-99.5606,31.8456,592,"COOP","30256"
"414375","HUNT 10 W",-99.5206,30.0475,639,"COOP","30294"
"414382","HUNTSVILLE",-95.5422,30.7064,151,"COOP","30296"
"414517","JACKSBORO",-98.1453,33.2383,314,"COOP","30314"
"414570","JAYTON",-100.5725,33.2544,613,"COOP","30325"
"414577","JEFFERSON",-94.3347,32.7706,61,"COOP","30327"
"414605","JOHNSON CITY",-98.4172,30.2836,376,"COOP","30335"
"414670","JUNCTION 4 S",-99.8044,30.4453,532,"COOP","30343"
"414770","KENT 8 SE",-104.1103,31.0169,1440,"COOP","30367"
"414775","KERMIT",-103.0889,31.8408,863,"COOP","30368"
"414782","KERRVILLE 3",-99.1086,30.0744,543,"COOP","30370"
"414810","KINGSVILLE",-97.8617,27.5236,20,"COOP","30376"
"414950","LAJITAS",-103.7569,29.2694,732,"COOP","30396"
"414967","LAKE ALAN HE",-101.0489,33.0642,695,"COOP","30398"
"414968","LAKE AMENT",-103.4994,29.4589,1100,"COOP","30399"
"414976","LAKE FORK RE",-95.5275,32.8242,126,"COOP","30404"
"414980","LAKE TAWAKON",-95.9167,32.8167,137,"COOP","30408"
"414982","LAKE KEMP",-99.1442,33.7542,356,"COOP","30410"
"415048","LANGTRY",-101.5603,29.7931,393,"COOP","30416"
"415127","LEFORS",-100.8114,35.4417,853,"COOP","30435"
"415183","LEVELLAND",-102.3828,33.5869,1082,"COOP","30439"
"415193","LEXINGTON",-97.0100,30.4150,142,"COOP","30443"
"415196","LIBERTY",-94.7950,30.0592,11,"COOP","30444"
"415265","LITTLEFIELD",-102.3253,33.9106,1068,"COOP","30462"
"415272","LLANO",-98.6575,30.7472,311,"COOP","30465"
"415341","LONGVIEW",-94.7342,32.4625,101,"COOP","30476"
"415344","LONGVIEW #2",-94.7189,32.5183,154,"COOP","30478"
"415435","LUMBERTON",-94.1786,30.2503,12,"COOP","30500"
"415477","MADISONVILLE",-95.9203,30.9392,77,"COOP","30507"
"415618","MARSHALL",-94.3508,32.5403,107,"COOP","30531"
"415650","MASON",-99.2356,30.7439,436,"COOP","30535"
"415658","MATADOR",-100.8236,34.0194,698,"COOP","30537"
"415661","MATHIS 4 SSW",-97.8725,28.0372,42,"COOP","30539"
"415707","MCCAMEY",-102.2217,31.1333,758,"COOP","30547"
"415721","MC COOK",-98.3833,26.5000,89,"COOP","30549"
"415742","MEDINA 1NE",-99.2503,29.8097,434,"COOP","30552"
"415821","MEMPHIS",-100.5372,34.7261,637,"COOP","30561"
"415861","MERTZON 12NN",-100.8781,31.4364,675,"COOP","30578"
"416074","MORTON",-102.7586,33.7186,1146,"COOP","30616"
"416104","MOUNT LOCKE",-104.0233,30.7053,1870,"COOP","30621"
"416108","MOUNT PLEASA",-95.0056,33.1689,108,"COOP","30622"
"416119","MOUNT VERNON",-95.2233,33.1953,146,"COOP","30627"
"416135","MULESHOE NO",-102.7328,34.2192,1151,"COOP","30638"
"416137","MULESHOE NTL",-102.7783,33.9544,1140,"COOP","30640"
"416273","NEW BRAUNFEL",-98.0286,29.7044,191,"COOP","30662"
"416368","NIXON",-97.7531,29.2692,122,"COOP","30674"
"416644","OLTON",-102.1419,34.1814,1100,"COOP","30700"
"416680","ORANGE 9 N",-93.7394,30.2264,5,"COOP","30708"
"416733","OZONA 22SE",-101.0367,30.4267,646,"COOP","30712"
"416740","PADUCAH",-100.3014,34.0106,579,"COOP","30718"
"416742","PADUCAH 15 S",-100.3131,33.8228,553,"COOP","30720"
"416776","PAMPA 2",-100.9736,35.5544,975,"COOP","30728"
"416792","PANTHER JUNC",-103.2061,29.3272,1140,"COOP","30736"
"416794","PARIS",-95.5667,33.6667,165,"COOP","30737"
"416959","PERSIMMON GA",-103.1736,29.6606,873,"COOP","30755"
"417074","PLAINS",-102.8281,33.1869,1120,"COOP","30769"
"417079","PLAINVIEW",-101.7022,34.1892,1027,"COOP","30770"
"417081","PLAINVIEW WA",-101.7461,34.1981,1052,"COOP","30771"
"417111","PLEASANTON",-98.4867,28.9600,127,"COOP","30774"
"417140","POINT COMFOR",-96.5553,28.6575,6,"COOP","30776"
"417206","POST",-101.3817,33.1911,799,"COOP","30795"
"417232","PRADE RANCH",-99.7747,29.9161,625,"COOP","30799"
"417327","PUTNAM",-99.1922,32.3667,497,"COOP","30811"
"417622","RIO GRANDE C",-98.8117,26.3769,52,"COOP","30867"
"417624","RIO GRANDE V",-102.9622,29.1853,566,"COOP","30869"
"417743","ROSCOE",-100.5264,32.4481,725,"COOP","30903"
"417841","RUSK",-95.1428,31.8086,219,"COOP","30917"
"417936","SAM RAYBURN",-94.1011,31.0619,58,"COOP","30928"
"417944","SAN ANGELO W",-100.4942,31.3706,579,"COOP","30933"
"417947","SAN ANTONIO",-98.4539,29.5253,240,"COOP","30936"
"417951","SAN AUGUSTIN",-94.1072,31.5069,94,"COOP","30938"
"417983","SAN MARCOS",-97.9244,29.8669,187,"COOP","30946"
"417994","SAN SABA 7 N",-98.7589,31.2842,405,"COOP","30949"
"418040","SANFORD DAM",-101.5492,35.7047,895,"COOP","30956"
"418201","SEMINOLE",-102.6597,32.7136,1005,"COOP","30979"
"418323","SILVERTON",-101.3064,34.4658,1000,"COOP","30999"
"418415","SMITHVILLE",-97.1539,30.0156,104,"COOP","31014"
"418566","SPUR",-100.8761,33.4792,700,"COOP","31040"
"418583","STAMFORD 1",-99.8044,32.9386,500,"COOP","31043"
"418743","SULPHUR SPRI",-95.6333,33.1500,151,"COOP","31070"
"418818","TAHOKA",-101.7981,33.1714,951,"COOP","31077"
"418862","TAYLOR 1 NW",-97.4156,30.5844,174,"COOP","31086"
"418924","TERLINGUA",-103.5950,29.3485,802,"COOP","31108"
"418942","TEXARKANA",-94.0675,33.4347,91,"COOP","31113"
"418996","THOMPSONS 3",-95.6314,29.4822,21,"COOP","31120"
"419101","TOWN BLUFF D",-94.1833,30.8000,65,"COOP","31143"
"419163","TRUSCOTT 3 W",-99.8617,33.7572,479,"COOP","31157"
"419175","TULIA",-101.7633,34.5303,1058,"COOP","31159"
"419191","TURKEY",-100.8972,34.3956,710,"COOP","31161"
"419367","VICTORIA REG",-96.9214,28.8439,32,"COOP","31202"
"419380","VIGO PARK",-101.4964,34.6528,1036,"COOP","31204"
"419417","WACO DAM",-97.2169,31.6003,151,"COOP","31207"
"419491","WASHINGTON S",-96.1594,30.3236,66,"COOP","31217"
"419499","WATER VALLEY",-100.7283,31.6725,646,"COOP","31218"
"419559","WELDER W'LIF",-97.4178,28.1136,15,"COOP","31229"
"419711","WHITE RIVER",-101.0925,33.4561,735,"COOP","31247"
"419800","WILLS POINT",-96.0167,32.7000,159,"COOP","31263"
"419916","WRIGHT PATMA",-94.1728,33.3042,76,"COOP","31290"
"420074","ALTAMONT",-110.2878,40.3561,1942,"COOP","31304"
"420168","ANGLE",-111.9608,38.2486,1951,"COOP","31310"
"420336","ARCHES NP HQ",-109.6192,38.6164,1259,"COOP","31318"
"420527","BEAVER CANYO",-112.4814,38.2681,2217,"COOP","31335"
"420688","BIG WATER",-111.6639,37.0769,1250,"COOP","31344"
"421008","BRYCE CANYON",-112.1689,37.6411,2412,"COOP","31379"
"421020","BULLFROG BAS",-110.7203,37.5300,1165,"COOP","31385"
"421144","CALLAO",-113.7117,39.8994,1320,"COOP","31391"
"421163","CANYONLANDS",-109.8214,38.4600,1807,"COOP","31395"
"421168","CANYONLANDS",-109.7822,38.1506,1523,"COOP","31396"
"421171","CAPITOL REEF",-111.2622,38.2917,1676,"COOP","31397"
"421258","CEDAR BREAKS",-112.8333,37.6167,3148,"COOP","31409"
"421259","CEDAR CITY",-113.0939,37.7083,1829,"COOP","31410"
"421260","CEDAR CITY 5",-112.9919,37.6564,1966,"COOP","31411"
"421918","CUTLER DAM U",-112.0558,41.8328,1308,"COOP","31452"
"422057","DEER CREEK D",-111.5286,40.4047,1606,"COOP","31456"
"422173","DINOSAUR NM",-109.3044,40.4378,1463,"COOP","31464"
"422798","FERRON",-111.1322,39.0872,1807,"COOP","31520"
"422996","FORT DUCHESN",-109.8611,40.2842,1539,"COOP","31528"
"423012","FREMONT INDI",-112.3347,38.5778,1804,"COOP","31530"
"423348","GRANTSVILLE",-112.5056,40.6025,1366,"COOP","31553"
"423600","HANS FLAT RS",-110.1800,38.2553,2012,"COOP","31571"
"424100","HOVENWEEP NA",-109.0750,37.3858,1588,"COOP","31608"
"424174","IBAPAH",-113.9883,40.0378,1609,"COOP","31616"
"424321","JARVIE RANCH",-109.1789,40.8992,1680,"COOP","31626"
"424342","JENSEN",-109.3450,40.3642,1448,"COOP","31627"
"424968","LA VERKIN",-113.2689,37.2031,981,"COOP","31661"
"425148","LOA",-111.6433,38.4058,2155,"COOP","31675"
"425182","LOGAN RADIO",-111.8561,41.7353,1381,"COOP","31677"
"425186","LOGAN UTAH S",-111.8033,41.7456,1460,"COOP","31679"
"425194","LOGAN 5 SW E",-111.8906,41.6672,1389,"COOP","31682"
"425477","MARYSVALE",-112.2292,38.4500,1801,"COOP","31703"
"425815","MOON LAKE",-110.4922,40.5617,2484,"COOP","31727"
"426053","NATURAL BRID",-109.9772,37.6094,1981,"COOP","31745"
"426181","NEW HARMONY",-113.3131,37.4844,1605,"COOP","31752"
"426357","OAK CITY",-112.3339,39.3342,1549,"COOP","31755"
"426601","PANGUITCH",-112.4314,37.8233,2015,"COOP","31774"
"426869","PINE VIEW DA",-111.8378,41.2578,1506,"COOP","31801"
"427165","RANDOLPH",-111.1861,41.6628,1911,"COOP","31820"
"427408","ROSETTE",-113.4133,41.8189,1733,"COOP","31837"
"427516","ST GEORGE",-113.5611,37.1069,844,"COOP","31845"
"428828","TRENTON",-111.9089,41.9194,1358,"COOP","31935"
"429111","VERNAL 2SW",-109.5531,40.4269,1667,"COOP","31952"
"429133","VERNON",-112.4550,40.0831,1672,"COOP","31958"
"429346","WEBER BASIN",-111.9125,41.1092,1494,"COOP","31971"
"429368","WELLINGTON 3",-110.6861,39.5447,1646,"COOP","31974"
"429717","ZION NATIONA",-112.9842,37.2083,1234,"COOP","31994"
"431565","CORINTH",-72.2356,44.0411,337,"COOP","32025"
"431580","CORNWALL",-73.2311,43.9706,122,"COOP","32026"
"432314","EAST HAVEN",-71.8911,44.6425,305,"COOP","32035"
"432773","ENOSBURG FAL",-72.7997,44.9319,130,"COOP","32041"
"434120","ISLAND POND",-71.8903,44.8128,366,"COOP","32057"
"435273","MONTPELIER 2",-72.6006,44.2553,162,"COOP","32073"
"435542","NEWPORT",-72.1911,44.9489,241,"COOP","32081"
"435768","NORTH HARTLA",-72.3622,43.6028,174,"COOP","32085"
"435982","NORTH SPRING",-72.5069,43.3406,171,"COOP","32087"
"436335","PERU",-72.9000,43.2667,518,"COOP","32092"
"436391","PLAINFIELD",-72.4158,44.2761,244,"COOP","32094"
"436995","RUTLAND",-72.9667,43.6167,189,"COOP","32104"
"437612","SOUTH LINCOL",-72.9681,44.0736,418,"COOP","32116"
"438169","SUTTON",-72.0500,44.6167,457,"COOP","32124"
"438556","UNION VILLAG",-72.2636,43.7972,140,"COOP","32130"
"439984","WOODSTOCK",-72.4544,43.6217,183,"COOP","32164"
"439988","WORCESTER 2",-72.5822,44.3758,415,"COOP","32165"
"440021","ABINGDON 3 S",-81.9653,36.6672,585,"COOP","32167"
"440187","AMELIA 4 SW",-78.0669,37.3167,110,"COOP","32174"
"440243","APPOMATTOX",-78.8314,37.3558,243,"COOP","32178"
"440735","BIG STONE GA",-82.7711,36.8628,446,"COOP","32198"
"440766","BLACKSBURG N",-80.4133,37.2017,640,"COOP","32203"
"441082","BROOKNEAL",-78.9517,37.0675,130,"COOP","32217"
"441322","CAMP PICKETT",-77.9486,37.0372,101,"COOP","32233"
"441593","CHARLOTTESVI",-78.5231,38.0325,157,"COOP","32244"
"441606","CHASE CITY",-78.4628,36.8006,155,"COOP","32247"
"441614","CHATHAM",-79.4106,36.8225,195,"COOP","32248"
"441692","CHRISTIANSBU",-80.4033,37.1278,640,"COOP","32255"
"441746","CLARKSVILLE",-78.5703,36.6197,94,"COOP","32258"
"441825","CLINTWOOD 1",-82.4911,37.1453,543,"COOP","32263"
"441999","COPPER HILL",-80.1422,37.0864,820,"COOP","32269"
"442044","COVINGTON FI",-79.9883,37.8106,375,"COOP","32272"
"442142","CROZIER",-77.8769,37.6664,60,"COOP","32277"
"442208","DALE ENTERPR",-78.9353,38.4553,427,"COOP","32285"
"442400","DISPUTANTA",-77.2017,37.1122,5,"COOP","32300"
"442790","EMPORIA 1 WN",-77.5597,36.6983,30,"COOP","32314"
"442941","FARMVILLE 2",-78.3864,37.3264,137,"COOP","32319"
"443213","FREE UNION",-78.5872,38.0953,174,"COOP","32333"
"443272","GALAX WATER",-80.9183,36.6542,719,"COOP","32340"
"443310","GATHRIGHT DA",-79.9542,37.9458,539,"COOP","32341"
"443640","GRUNDY",-82.0894,37.2822,357,"COOP","32354"
"444128","HOT SPRINGS",-79.8317,37.9969,682,"COOP","32377"
"444414","JOHN H KERR",-78.3011,36.6003,76,"COOP","32388"
"444568","KEYSVILLE 2",-78.4697,37.0142,183,"COOP","32394"
"444777","LEBANON",-82.0383,36.9028,583,"COOP","32403"
"444876","LEXINGTON",-79.4136,37.7950,343,"COOP","32409"
"444909","LINCOLN",-77.6928,39.0878,152,"COOP","32411"
"445096","LURAY 5 E",-78.3728,38.6661,427,"COOP","32414"
"445300","MARTINSVILLE",-79.8650,36.7056,232,"COOP","32429"
"445453","MEADOWS OF D",-80.4481,36.6667,678,"COOP","32438"
"445595","MILLGAP 2 NN",-79.7264,38.3569,768,"COOP","32442"
"446125","NORA 4 SSE",-82.3214,37.0156,808,"COOP","32472"
"446161","NORTH",-76.4414,37.4339,3,"COOP","32476"
"446955","PULASKI",-80.7842,37.0556,564,"COOP","32512"
"446999","RADFORD 3 N",-80.5864,37.2008,549,"COOP","32515"
"447174","RICHLANDS",-81.7936,37.0947,582,"COOP","32525"
"447278","ROANOKE 8 N",-79.9592,37.3617,363,"COOP","32534"
"447338","ROCKY MOUNT",-79.8961,36.9769,305,"COOP","32539"
"447506","SALTVILLE 1",-81.7711,36.8894,528,"COOP","32547"
"447904","SOMERSET",-78.2703,38.2456,155,"COOP","32557"
"447925","SOUTH BOSTON",-78.8808,36.6956,104,"COOP","32558"
"448022","STAFFORDSVIL",-80.7131,37.2714,594,"COOP","32566"
"448062","STAUNTON SEW",-79.0903,38.1814,500,"COOP","32570"
